UniProtAccFull	UniProtAcc	UniProtName	Gene	EntrezGene	R_01	R_02	R_03	R_04	R_05	R_06	R_07	R_08	R_09	S_01	S_02	S_03	S_04	S_05	S_06	S_07	S_08	S_09
Q642A9	Q642A9	Q642A9_RAT	Vps16	296159	0.0295229300378446	-0.0647089053942394	0.017641019600014	0.043325230312026	-0.00087737987703268	-0.139571235836126	-0.0761121527136371	-0.0628644949072524	-0.0759308198649257	0.0108445748502417	-0.11505314489426	-0.0134946161858109	-0.0794025086430269	0.223588936421932	-0.0470471706295915	-0.118919104820873	0.259058416502879	-0.282529380721645
Q642B0	Q642B0	Q642B0_RAT	Gpc4	317322	-0.194540042431858	-0.226924562004276	-0.0577094451900981	-0.0434854277714351	-0.0153218816765965	-0.156071109091192	-0.225286848692579	-0.217019150749878	-0.0534673151734701	-0.210581135009187	-0.105410704999677	-0.084946423641824	-0.0347749135218481	0.0578495406303919	-0.187510278085964	-0.219158823420819	-0.00603995874835117	-0.128486908239963
Q642E6	Q642E6	Q642E6_RAT	Tpp1		-0.185910690950037	-0.0709153714815447	-0.0910423128972885	-0.186610695145607	-0.144800457142295	0.0331816535302348	0.0182528747959911	0.0390590193907762	-0.0706409901609422	-0.0662493729193053	-0.0413028087935584	0.00180777444882696	0.0628552033142064	0.322533271509568	-0.0260752521547452	-0.021421360600525	0.166101441647008	-0.0283103930404477
Q66H09	Q66H09	Q66H09_RAT	Ttc1	287208	-0.168107238210849	0.0209247313424971	0.012658674459354	-0.0260885817189694	-0.0622464359382465	0.0191001123795267	-0.0049953430300006	0.073414334759873	0.0140509946064483	0.0164703696186779	0.133928291530749	0.152250601870088	0.104618302486837	-0.0440421722272638	0.00658880257373756	0.124560429734158	0.123791135925589	0.0964679097407484
Q66H79	Q66H79	Q66H79_RAT	Trim32	313264	-0.144563429851644	-0.07422960040566	-0.0117776422473838	-0.15053895040569	-0.136757334918281	-0.108554053267469	-0.0304289177084153	-0.0258900659351262	-0.132894273751413	-0.0416803948609379	-0.0345894366776366	-0.0718649167561912	0.00759023107354984	-0.165844050088859	-0.00620768155383811	-0.139000078304038	-0.171509194641629	-0.00937757009674417
Q66H91	Q66H91	Q66H91_RAT	Git2	304546	0.170087699370168	0.201562678173588	-0.0887889302831383	-0.0914190113382044	0.145791991496984	-0.405281605547044	-0.0140796136775106	0.0357917110264613	0.168611616965267	0.305663432122748	-0.0394697494737166	0.110884594965464	-0.290186422578334	-0.44063767633036	-0.0755514663887155	-0.0764600381411871	-0.261723038023477	-0.12008595242708
Q66HA7	Q66HA7	Q66HA7_RAT	Cbfb	361391	-0.0655718710263021	0.102192509014005	0.170059795456461	-0.219495572414134	-0.086062587015484	-0.0715031300885488	-0.235501244774737	-0.000546121382622722	-0.0918399681486284	0.101448915826793	0.0714533096198451	0.168559946162493	0.00850429303261813	0.0383877098371227	-0.0676200937606371	-0.273489314926024	-0.0294812075194761	-0.224224867029837
Q66HE3	Q66HE3	Q66HE3_RAT	Wsb2	288692	-0.0011364659913623	-0.169004519596002	0.024509228233944	0.0196271562551974	-0.13318146972234	0.212940079466388	0.14379323584998	0.27906371438813	0.23702497835437	0.475838761425868	0.156011184251525	0.138598105572921	-0.0241320059418871	-0.045191746005448	0.0194258171541942	0.328266808021695	0.236775963763374	0.26645140520582
Q66HE8	Q66HE8	Q66HE8_RAT	Larp1b	310348	-0.125646368594387	-0.120214495723808	0.00135264998333479	-0.114431785470182	0.106822711811158					-0.190927365124207	-0.169193309867419	-0.0367710416332666	-0.0617179687385184					
Q66HF7	Q66HF7	Q66HF7_RAT	Pja1	683077	0.311092716939659	0.409698197431179	0.299905264782295	-0.0539176822300303	0.367167771898958					0.308118978848209		0.140392668288237						
Q66HH8	Q66HH8	Q66HH8_RAT	Anxa5	25673	-0.16256671334311	0.173545327577725	0.234235516309265	0.124789109239207	-0.0507959870716023	-0.215061371038119	0.58042374647783	0.161952844667315	-0.221245216138942	0.555942113442738	0.0497069342240526	0.131216392243536	-0.0718271717744797	-0.329462811616192	-0.269817531500449	0.0855286460099363	-0.337981735000652	-0.29598492463017
Q66HI5	Q66HI5	Q66HI5_RAT	Fth1	25319	-0.219989099070534	0.0461806721360179	0.20554584355169	-0.131932757256671	0.212351891065944	0.0993333385774603	0.191603990535753	0.221878072268896	0.209495689411387	0.0839377347281177	0.291513006953023	0.0760159010809968	0.00278372764902557	-0.280342856048363	0.065586607534241	0.230725072649185	-0.183513711719377	0.100528680869046
Q66HL0	Q66HL0	Q66HL0_RAT	Nt5e	58813	0.460380848528765	-0.112148222845078	0.0576494768392314	1.00000249920055	0.533893243982207	-0.219564628891126	0.210620806436849	-0.464887994615567	-0.376258447984276	-0.420942232976616	-0.475076729205215	-0.493040298389761	-0.794388387934789	0.353425306405469	-0.742217231945776	-0.394237120066867	-0.245710157841245	-0.484822850433865
Q66HP8	Q66HP8	Q66HP8_RAT	Slc25a20	117035	-0.0690773306981345	0.0162940201606792	0.149665157372071	0.517872903680567	0.405256509455025	0.164947769914767	0.226032560006675	0.0673447510069224	0.00786624455893863	-0.684724696513626	-0.486673801174973	-0.207838803318435	0.126911712987463	0.548884605052177	-0.0246003317923537	0.360323909534708	0.0732953951045544	0.0516031214287236
Q66SY1	Q66SY1	Q66SY1_RAT	Picalm	89816	0.0983236409509269	0.0819144688808881	0.0543888924816159	0.022671181472666	-0.00375234955612702	-0.105069496752505	0.226479005541526	-0.0857898949277945	0.00584504932374472	0.307162382681004	-0.00528481097212607	0.012885695640016	-0.105246176886793	0.015818198764217	-0.037756955524003	-0.146897648882188	0.0148843891665974	-0.0115933565121056
Q68FQ9	Q68FQ9	Q68FQ9_RAT	Lancl2	362375	-0.0116319303984135	0.0673850524465336	0.0333629302874423	-0.0260215347842889	-0.0543417311740256	0.0240280261917076	0.0581722328283416	0.00846578407280041	0.0318678325569564	-0.0326374903685005	0.128691208696639	0.0174606802331818	0.105104353717283	0.056948313108714	-0.0578180378718047	-0.156136077126406	0.0710186113157242	0.00784496938090329
Q68FS8	Q68FS8	Q68FS8_RAT	Rtca	295395	0.385733789455518	0.349202659313597	0.376862174713289	0.761488681728045	0.796060053592927	0.0533976749581909	0.0452152707465043	0.113083328785693	-0.0855281834224105	-0.277059350436929	-0.705946790721519	-0.214276186340656	-0.659450492580238	-0.0468289863530129	-0.155910980186431	0.00293972886483296	-0.0827340755641064	-0.0857663542060796
Q68FS9	Q68FS9	Q68FS9_RAT	Commd10	361323	-0.0228160676766311	0.11362781456146	0.154716149801672	0.0852546202132815	0.105294260713717	-0.178372739267053	0.0963537574406889	-0.133321826255997	-0.0363520870080032	0.413332798315177	-0.0186824131800106	0.0256231617621808	0.0590214833121624	-0.163242724830926	0.0121982209116663	0.0408803808543877	-0.173896678987475	0.0284675195578135
Q68FT7	Q68FT7	Q68FT7_RAT	Farsb	301544	-0.0150900731206964	0.00951043185620784	0.0171262874941896	-0.0709253350955771	-0.0151342207187202	0.00370166675869266	-0.0272744014219038	0.0535344382074746	0.0781812256704479	0.0162677853684647	0.0653078929671658	0.0331806501409255	0.102939291441175	0.0147510760342056	-0.00826283925179239	-0.0234132707280881	-0.0213148390133325	0.0716198594212592
Q68FX3	Q68FX3	Q68FX3_RAT	Ddx19a	292022	0.123081571825037	0.0149381251150357	0.0548605053274756	0.0397126227945157	0.00128518164344021	0.014805662113992	-0.0279963116718975	0.0575221817706117	0.0977486380983007	0.0755811230008358	0.0981394131409624	-0.0309927844617788	-0.0694052785456859	-0.0416993078979448	0.0309852670158353	-0.0102193812531545	-0.0120141211976031	0.0468177589132492
Q68FX4	Q68FX4	Q68FX4_RAT	Hcls1	288077	0.162470734497173	-0.0138374042616773	0.0453410475730019	-0.0557151858675922	-0.271128458509342	0.0792227531700318	0.406563421601488	-0.0245123026056136	-0.00675638197753967	0.718745386285307	0.215536398194636	0.544515025866438	-0.1462614183707	0.279199773846324	0.0343834143787363	-0.144179571384361	-0.0793831272964921	0.0143083511887173
Q68FX8	Q68FX8	Q68FX8_RAT	Pmpca	296588	0.137962600480241	-0.0477683176956804	0.0341664712427024	0.0865558723618062	0.126072588190627	-0.0572101237610982	-0.00987823060534399	0.0725531360418062	-0.0147917179186835	-0.372137084754345	0.00420182119945112	-0.0495706691113383	0.150172780798126	0.264585277621512	-0.0133546956510108	0.11636557320314	-0.0627944369545858	0.00134322613091159
Q68FY4	Q68FY4	Q68FY4_RAT	Gc	24384	0.200151582800784	-0.0207621699937761	-0.176085103825479	-0.109397760002976	-0.233359346748597	-0.128440555863435	0.264340696858715	-0.202905401555864	0.0334705246709673	0.831843814990184	0.444344253722957	-0.015218740078645	-0.29616406908098	-0.813702795880851	0.135123091774008	-0.217578767129923	-0.382744138189698	-0.0230380789092078
Q68FZ8	Q68FZ8	Q68FZ8_RAT	Pccb	24624	0.0970478490485548	-0.0373716409484632	-0.0543795649738024	0.0404612394078419	0.016700423864293	0.0951885276731238	0.0102160438509236	0.165242216887437	-0.0253689810810085	-0.380011879926736	0.00526150162131778	0.0266478483035433	0.162718204615779	0.174762709314262	0.126452125387149	0.139192613039849	-0.0168667369936143	-0.0706340593898174
Q68G33	Q68G33	Q68G33_RAT	Gorasp2	113961	-0.0607559171186749	-0.0393801036273251	-0.112266002364086	-0.162450998534253	-0.115103630361345	-0.0997685753938149	0.0148322303858994	0.0239521002641118	-0.130999734231601	0.0836399946807054	-0.116463345389532	0.0398700291987052	-0.248359781262774	-0.0205702589504906	-0.101766255406825	-0.123869357287006	-0.246327980074255	-0.106472219332574
Q68G39	Q68G39	Q68G39_RAT	Cdk16	81741	0.00793558872035674	-0.0729559952364231	0.0782956134281239	-0.0558068937884712	-0.0431056351336499	-0.0482734883488845	0.0428161360460736	0.0531220985006979	-0.053039453022666	-0.0846308352434471	0.0284024157518441	0.00145437356526534	0.0389286454634596	0.139122383823664	-0.00779094442412703	-0.087486366565767	0.0351464117964612	-0.0253876638211067
Q6AXM6	Q6AXM6	Q6AXM6_RAT	Icam2	360647	-0.0319943707835734	-0.302918669043588	0.208755708828595	0.665318032495336	0.313789151945342					-0.417725237323491	-0.0510502504107371	-0.402504889715845	-0.0239198254490848					
Q6AXW2	Q6AXW2	Q6AXW2_RAT	Tmod3	300838	-0.197846530514561	-0.0630754712397088	0.171760751841362	-0.100857070697719	-0.213359567677726	-0.0513299559058579	0.0798717713934755	-0.111619591410449	-0.121713567365948	0.247464738611963	-0.0133349581846501	-0.0151130142018836	0.0509954809601932	-0.0274905931876459	0.0436604795161664	-0.296301808370313	0.108541264046825	-0.0725293702331179
Q6AXX5	Q6AXX5	Q6AXX5_RAT	Rdh11	362757	-0.451020630468726	-0.191438030152169	-0.322521185090201	-0.334852234773785	-0.229437537259914	-0.0932375232780288	-0.220102943724589	-0.0566638011095099	-0.0876566311490273	-0.509589021467715	0.431012751052617	0.270874255873253	0.395497738364538	0.0199009623537971	-0.10603813612707	-0.341990823273165	0.10478273566148	-0.244297084624591
Q6AXY8	Q6AXY8	Q6AXY8_RAT	Dhrs1	290234	-0.329953990309594	-0.2264294156317	-0.0133987996837823	-0.0497123584003275	-0.0204227995357394					0.28307393083216	-0.0576122121282325	0.24367643827893	-0.00114255165550792					
Q6AY02	Q6AY02	Q6AY02_RAT	Rbm17	291295	-0.0800019581540206	-0.128532257014498	0.0865363800120078	0.0819512999685926	0.112216179439001	-0.0709414698089551	0.0993520568210574	-0.0370053154196735	-0.16776316166498	0.117320530583203	-0.133990142743516	-0.0872192051277161	-0.138414378654151	-0.0580191081454483	0.0178472792491831	0.2287594161142	0.138261302202662	0.0282268729837036
Q6AY07	Q6AY07	Q6AY07_RAT	Aldoart2	299052	-0.121461082674387	-0.0060383215618077	0.0731003125987426	-0.179618273321449	-0.100119196995595	0.0416721019775763	-0.0485647623823617	0.0351424896369456	0.174073232698547	0.0967829574723746	-0.0137024224275129	0.0658049428368609	0.0227558842014983	-0.0303201462989162	0.0205020945651278	-0.0100204761584434	-0.0579182203897379	0.00471950835499535
Q6AY18	Q6AY18	Q6AY18_RAT	Sar1a	361842	0.125292709817823	0.0293129886474875	-0.0770059250499253	-0.0374728179731798	-0.134677731464914	0.197807450088985	0.280578965512616	0.13512610098185	0.237592295284999	-0.140206435784904	-0.033058195239812	-0.208641810030605	-0.0409059303859601	0.22375601681156	0.0432164387015647	0.210402704118818	0.202092063203533	0.0762912651508781
Q6AY21	Q6AY21	Q6AY21_RAT	G3bp2	305240	-0.0273541284340801	0.0283576499972843	-0.00793598893097952	-0.112554605700886	-0.0020067851857572	-0.149200552004469	-0.0838349556383962	0.0797357617386758	0.0755654488325981	-0.111751008219806	-0.0212172901179094	0.03740389709155	0.0695689790326207	-0.265089949208451	-0.0194031537560616	-0.0477662749659109	-0.501845277363804	0.0640133974467895
Q6AY24	Q6AY24	Q6AY24_RAT	Ubl7	300744	-0.142156948396999	-0.0965790815368107	-0.0397991140332485	-0.12812696574735	-0.0967927925542161	-0.0286853803355201	-0.0793119034864767	0.0680268273662421	-0.0243460130198471	0.0709368923050236	0.0263148537572022	-0.0984990135263776	-0.0630374912265014	-0.162942559267627	-0.029486794534355	-0.130729878532586	-0.0768558518403686	-0.0379337514303717
Q6AY48	Q6AY48	Q6AY48_RAT	Pcbp3	294336	-0.262451042077808	-0.0837889361082753	0.0354110312565723	-0.11569145026404	-0.0498381456738901	-0.186160969688601	0.102540636424914	0.025681848140805	0.219842908917442	-0.0496904338941367	-0.0751263777305231	-0.0731843925305229	-0.136318049407497	0.159849328609381	0.0431907934388768	-0.00652076260824336	0.086761896008215	0.143280304904135
Q6AY58	Q6AY58	Q6AY58_RAT	Bcap31	293852	0.202674121685899	0.0361462593482752	0.0704217535451593	0.0780534022420088	-0.0346049104042532	0.0543155159483463	-0.192118613618105	0.0623590380630324	-0.029493583526536	-0.408424619834624	0.07232056228207	0.0700694752175456	0.284720396622519	0.245273832308447	-0.0492826340818573	0.106024294175471	0.14282799743533	-0.0179736560093507
Q6AY90	Q6AY90	Q6AY90_RAT	Fam192a	307652	-0.12356752225262	-0.0117130966075409	-0.0359755401734643	-0.00595889159464533	-0.0701393561483553	0.041986760975985	-0.0361243578147313	-0.121589843270386	-0.0926755383161527	-0.0781002282871275	0.0222163692880372	-0.0434645393451758	0.0229778646004759	0.202131562597509	-0.211968311312298	-0.275692977249791	-0.0436012758239666	0.0136728224280619
Q6AY99	Q6AY99	Q6AY99_RAT	Akr1b10	296972	-0.0433123023113166	0.0948981284013826	0.14890922090643	-0.0436224198005288	0.00332479341778508	0.160696269068035	0.0312556051457481	0.220238151669623	0.270085294823556	0.0970279349053156	0.059799240616401	0.12115554633502	0.155387093984365	-0.227015463795472	0.12439554638964	0.362005554847985	-0.270373215672897	0.242610870680035
Q6AYA7	Q6AYA7	Q6AYA7_RAT	Rfk	499328	-0.13038037183359	0.0687768108125026	0.115766909385725	-0.035595685009246	-0.0754209697475524	-0.146950298270746	-0.201200303946926	-0.0636108801295631	0.00310678502996194	0.0376099326598953	0.166362319716143	0.231773691119743	0.190817807659813	-0.0830180274536153	0.238618537655549	-0.0158768462626291	0.0501103630590674	-0.0653112949574657
Q6AYB2	Q6AYB2	Q6AYB2_RAT	Sphk2	308589	-0.0925812939958618	0.12535078547398	-0.039330009628739	-0.0165549915806241	0.139469035261934	0.0403801399544901	-0.0108060053423528	0.0447279082790697	-0.0677970927588015	-0.226336538823008	0.168451134411081	-0.147960429706771	0.198788959281935	-0.00217660852639129	0.0640775211509441	-0.0756382939339283	0.294130872681062	-0.0973153901652872
Q6AYD5	Q6AYD5	Q6AYD5_RAT	Gspt1	24420	-0.15909135210396	-0.0670749965088381	0.0324155632577754	-0.0977808119786314	-0.067791307260537	0.0285852179876217	0.0464833508083976	-0.00930724852190423	0.0279632042978149	-0.0562118434245444	0.102082967322038	0.0233847516325966	0.0763290608464953	0.0796244643494115	-0.00770820273397604	-0.0780030413561209	-0.0241796299654651	0.0603266391003492
Q6AYE7	Q6AYE7	Q6AYE7_RAT	Ifit3	309526	-0.108632640206323	-0.0377630303715682	-0.119950338803423	0.0487168757253884	0.0220405075906367	-0.423368524671479	-0.257544327709535	-0.289830894501173	-0.389189735111345	-0.258395813508298	-0.0520755331829613	0.0804369928449271	-0.0855884745033108	-0.306365205733311	-0.459314183382322	-0.208922675343597	-0.505959690963467	-0.44879402952642
Q6AYF2	Q6AYF2	Q6AYF2_RAT	Lmcd1	494021	0.237426055642691	0.138256547023632	-0.0686421328855187	-0.137137105179451	0.213789406925833	-0.0441302857744275	0.273170062830821	0.246973014328447	0.124621048012805	-0.432921202239309	0.0157991526085133	-0.146106631711573	0.108451969617483	0.0153245399409441	0.0910116514793663	0.0260581257793491	-0.15501476624819	0.230192398821617
Q6AYF8	Q6AYF8	Q6AYF8_RAT	Serpinb9	361241	-0.123211431667494	-0.0131782323178795	-0.138472531734079	0.0617041002719138	-0.0927757372409536	-0.0341806496234927	-0.0323032760705575	-0.219784680323115	-0.122523441514312	0.332761070420698	0.110511716294423	0.0258976950465954	-0.152765170970444	-0.0192948699737146	0.123284924054135	0.0467929113042401	0.2485331884888	0.0495589341650908
Q6AYG2	Q6AYG2	Q6AYG2_RAT	Dnajc28	360699	0.118673024513366	-0.131813287850136	-0.113998211102018	0.0595703120279074	-0.0404432123983858	-0.04548478681169	-0.535876280090357	-0.278295705805346	-0.147757148684481	-0.398191601035768	0.0441660387291072	-0.119807093152991	0.0888356543868004	-0.0633958931062164	0.0704122479913747	0.187338615772093	0.03313765804393	0.034633913426984
Q6AYI1	Q6AYI1	Q6AYI1_RAT	Ddx5	287765	-0.12862053748118	0.0148365073777909	0.00276062667011445	-0.079877017461226	-0.105352421403895	-0.209157397829926	-0.16983039066136	-0.0344162171510616	-0.000793671799861229	0.105352918399943	-0.0439367822207575	0.0905476349942758	0.0113869385688453	-0.129459998336196	-0.0320371928383208	-0.0546890943483367	-0.0654923362810597	-0.0297952851051413
Q6AYJ7	Q6AYJ7	Q6AYJ7_RAT	Cct6b	363658	-0.0615702581551071	-0.0741503651788659	-0.0387851555749065	-0.174065520441739	-0.103073494283492	0.162631685925709	0.0833143460668379	0.127724196019583	0.236182302263331	0.0519465597964385	0.0796454327307624	0.109634184877582	0.0243478172241478	0.183662994680975	0.239231425275785	0.0956237015778282	0.0865608447574434	0.168872176833756
Q6AYL0	Q6AYL0	Q6AYL0_RAT	Slc25a19	303676	0.209556096011069	-0.0326887921467809	0.21090099280811	0.56798482610082	0.213981348769253					-0.405508771040982	-0.16161306296308	0.453249952603222	0.587135442984286					
Q6AYM8	Q6AYM8	Q6AYM8_RAT	Gpaa1	300046	-0.370909021276549	-0.189807481224362	-0.146532601297791	0.151099224429682	-0.0620186642444033	-0.0107374655598312	-0.103895308173285	0.0477226390239687	-0.0012298278558083	-0.35004514213863	-0.428225784686751	-0.0160631534352266	-0.00433839839506966	0.0528625574052083	-0.121902341932029	-0.157688578751022	0.209237686497132	-0.0247359778923271
Q6AYQ9	Q6AYQ9	Q6AYQ9_RAT	Ppic	291463	0.339543197923916	0.167716180348021	-0.195109481575253	-0.293735225668104	0.0104972886932246					0.790855733591016	0.39174934929934	-0.153150159720409	-0.0697090949231917					
Q6AYS3	Q6AYS3	Q6AYS3_RAT	Ctsa		-0.216061520549065	-0.0881876523998734	-0.0812834888157475	-0.0313213229052629	-0.235199879964939	0.135374145273698	0.0866262264805857	-0.0480995066425516	-0.00841053883137929	0.384894919297038	-0.00614322309465565	0.0962047024978142	0.00808145915287806	-0.0427915406670979	-0.00562520394325439	-0.0988319864175053	0.0622181510766502	0.0381816545603864
Q6AYT1	Q6AYT1	Q6AYT1_RAT	Trim5	308906	-0.146018164407919	-0.0347441623855634	-0.0695944561242116	-0.0711834158363725	-0.1493518206498	-0.00284710501854546	-0.0669602678414151	0.367732247398626	0.0316295492513662	-0.0380659979060958	0.0468707089829556	-0.0259364344824592	0.0591846320385562	0.0136920770151783	0.012465323762206	-0.13304476448705	-0.000543548539319705	-0.011405594822679
Q6AYU5	Q6AYU5	Q6AYU5_RAT	Pcbp2	363005	-0.0162175971781995	0.0695673330388045	0.115985525520328	0.0226621121421242	0.0211178442441004	-0.164638112958367	0.0980468292526082	0.0173723575432284	0.213856828291106	0.129768146510029	-0.0232905582724343	0.0501519227127379	-0.00415640745422141	0.194810587724612	0.0467459531629635	-0.0275680325479465	0.0640480233020272	0.091877412035948
Q6AZ33	Q6AZ33	Q6AZ33_RAT	Blvra	116599	0.054769787526321	0.111183064002266	0.0412734592846325	0.0260822883557057	-0.0861523539014403	0.114884924756835	0.0480162006024628	0.0779186885700543	0.0738394213716845	0.153165943794101	-0.00151038418229299	0.0933532885748314	0.0229794552478196	0.213038883228972	0.110651985916434	0.0715161900171204	0.113307297001348	0.0298033096953214
Q6DGF2	Q6DGF2	Q6DGF2_RAT	Clint1	360515	0.0724978525420072	0.175886141778306	-0.0818116138075147	-0.0397599359616582	-0.0790011104812252	-0.0371672070035587	-0.033060091609453	-0.0148261023797259	-0.0396863338258441	0.394457485996158	0.139072713224618	0.30040394114277	0.021562641637341	-0.190045968891262	-0.0147830360993593	-0.139826713855656	-0.131125821235563	0.0533276202815267
Q6DGG9	Q6DGG9	Q6DGG9_RAT	Camlg	81715	0.153495594843935	-0.174078551532109	-0.133203218302826	0.363509007350566	0.424401354808152	-0.104426404919043	-0.356287205270863	0.0951543356054748	-0.155536334115921	-0.264233862546116	0.0442664551281567	0.161785529687565	0.0499830293906172	-0.231753880986547	0.0112211579936197	-0.0907361345752072	0.00274737176941098	-0.233396078633311
Q6GMM8	Q6GMM8	Q6GMM8_RAT	Slc27a1	94172	0.0937225613148262	-0.0924065694052467	-0.0246587679872474	0.00374795862977395	0.0170749045842012	0.05781080830503	-0.0256143222609964	0.037639798664356	-0.00488542506040356	-0.478233863126224	-0.055581157766197	-0.142730440692187	0.0824293652088043	0.220981240987596	0.00172357162470166	-0.00347294654166447	0.134334292731685	0.048076105143506
Q6GMN8	Q6GMN8	Q6GMN8_RAT	Actn1		-0.197570236911042	0.0927153493385626	0.0961245802477045	0.00518567610112869	0.0944049378163234	0.106726922095169	0.0378888695611261	0.206862861893254	0.211758865622894	0.0550100775991556	-0.0548335303556307	0.145115801168768	0.0456917580670096	-0.0676899070938757	0.0905738943896255	0.0919838831690217	-0.0418439211773612	0.0812825915240857
Q6IFV9	Q6IFV9	Q6IFV9_RAT	Krt34	303528	-0.795335643840416	-0.167466035252318	-0.364117972471736	2.53126533152455	0.188871915082814	-2.26141902114393	-2.25463325655915	-3.00428871796269	-2.28878359225962	0.246921902954915	-0.871208344221394	-0.493644680325012	-0.194003511594925	-0.473928443500282	-2.90722549553985	-3.0444270557011	-0.880271536163845	-2.04939938816059
Q6IMY8	Q6IMY8	Q6IMY8_RAT	Hnrnpu	117280	0.0221864439725833	0.0793209402937131	0.032420204689119	-0.0137880043401879	-0.00349912785765499	0.167299553659751	0.128259732736268	0.0388322581800661	0.0049603587503648	0.233640646376425	-0.016474409148863	0.0504252444313468	0.0270306755847816	0.0463312450258373	0.0833800045705051	0.111324250446869	0.0287007252320075	0.0558241220365968
Q6IMZ3	Q6IMZ3	Q6IMZ3_RAT	Anxa6	79125	-0.0430677591794367	0.0810704906040316	0.111854443995852	0.0151643992687319	0.170309987917395	0.181206042649899	0.00525076476679376	0.150958668833162	0.0459685649093248	0.0394639938028843	-0.0921453439490703	0.0716676180247695	0.0366873550275382	-0.0294031211866892	0.181884467663787	0.341517313351898	0.023049083962327	0.125875252319324
Q6IMZ5	Q6IMZ5	Q6IMZ5_RAT	Tmod1	25566	-0.121707694529535	0.0131768563148739	0.181730583899724	-0.0294530289813199	-0.0907637620767771	0.0908364331966104	-0.0755291017308748	0.210812321221209	0.548268698253983	0.245316333557224	-0.111116683329627	0.00725157604453475	0.103741617012612	-0.403346213025807	0.219842092286407	0.342394402037239	-0.427309229330779	0.353196988018493
Q6IN03	Q6IN03	Q6IN03_RAT	Rab28	117049	-0.106789862189572	0.0197964315813184	0.0840791644665322	-0.143201578456835	-0.0844299340715667					0.110383485989786	-0.0397197852198176	6.56252221867826e-05	0.0270208467155122					
Q6IN22	Q6IN22	Q6IN22_RAT	Ctsb	64529	-0.0122466334540833	0.163155395353271	0.10591929862079	0.0678824961828262	-0.0834858734038913	-0.0605625593317626	0.0315738700513054	-0.0934436129936912	0.125658183179834	0.583507657495144	0.282841996494106	0.0938154632054354	0.186470193016693	-0.101662009619532	0.070040078764771	0.0305747767593849	-0.080240412964783	0.173212519894815
Q6IN37	Q6IN37	Q6IN37_RAT	Gm2a	282838	-0.173714240490317	0.144269558613654	0.0648090315244415	-0.0039132736581467	-0.267602238264214	-0.530435881835402	-0.0140167121167964	-0.600464017407622	-0.412365374271554	0.9790268781418	0.120454083027793	0.178094088850058	-0.0527748148556807	-0.588716297966239	-0.0387921620427469	-0.0502527391697195	-0.120449697829736	-0.392736529348785
Q6IRH6	Q6IRH6	Q6IRH6_RAT	Slc25a3	245959	0.0402055849861129	-0.0994745349374429	-0.116913400033801	0.173384240533171	0.109238429858391	0.275090299780469	0.187924165559037	0.0824269690473856	-0.00190468604791764	-0.850929865486234	-0.122080959450522	-0.0583931379692341	0.382201393175959	0.595764519756354	0.0830836901591092	0.256238419857865	0.153860665132356	0.00528220963227699
Q6IRJ7	Q6IRJ7	Q6IRJ7_RAT	Anxa7	155423	0.074237149049669	0.0949068735336574	0.120274696974535	0.145847580783044	0.137966830597936	-0.043013092918744	-0.0190327420045339	-0.0622613153078692	0.0502076487435848	0.277305191579129	-0.0526864601088282	-0.0233304769158196	-0.153002853826562	-0.0572591223553539	-0.0293801211553005	0.0740698541790074	-0.15967281600709	0.0274729922838471
Q6IRK8	Q6IRK8	Q6IRK8_RAT	Sptan1	64159	-0.0763210564314931	-0.0181103066340124	-0.0146149800324749	0.109164530607231	-0.072109604362757	-0.103995759403465	0.215740913918077	-0.134052127509575	-0.0955489922708033	0.253264435313689	0.0345828305522926	0.050605628504904	-0.10375912955362	0.170258855664807	0.000503860025286795	-0.159551526551559	0.342870563353056	-0.0531542582124874
Q6MG73	Q6MG73	Q6MG73_RAT	C2	24231	0.055017947751414	-0.00901557554302893	-0.251578667863719	-0.0590971091100854	-0.3021273388481	-0.32113183426111	0.196906378528676	-0.309085499592688	-0.110961537261674	0.840507867668413	0.434173709609116	0.0451115237390083	-0.220236207010107	-0.117824551165908	-0.101966928621973	-0.329713842005761	-0.0840820661918542	-0.0245515483034924
Q6MG85	Q6MG85	Q6MG85_RAT	Agpat1	406165	-0.0699928170538509	0.439988835008609	0.570681746265802	0.363379338032726	0.427269863356852	0.0743103718317422	-0.211442244772905	-0.00976360942403093	-0.191753924162577	0.632955919544389	0.273081373627017	0.621548779596199	1.00005288514244	-0.139992884890942	-0.106307905222278	0.0617384827956803	0.0263979202306073	-0.242399993667768
Q6MG90	Q6MG90	Q6MG90_RAT	C4b	406161	0.202060522351671	0.0137806825569168	-0.0969293392570639	0.0316415024022865	-0.191739599161357	-0.239412383094842	-0.0840466472144664	-0.262694687864237	-0.189014406585193	0.827997140682542	0.465784742106296	0.193739827370326	-0.0840396293971101	-0.223366179656549	-0.0313355671490785	-0.243471213888582	-0.0874886424803537	-0.0946298675925867
Q6MG98	Q6MG98	Q6MG98_RAT	RT1-Da	294269	0.148896601332105	-0.175950022969728	-0.333683129641151	-0.0153396649950392	-0.116725418676014	-0.0645003182904184	-0.0203926067753152	-0.400210320023121	-0.225930744617262	0.158264921037757	0.18675131484033	0.03385777961673	-0.082203830491495	0.281508992789831	-0.118322479513856	0.0260614289208507	0.164421260912859	-0.060661792718557
